conversation,class
"요즘 읽고 있는 책 있어? 오늘 제물 어땠어? 요즘 앞 듣는 음악 있어? 오늘 어땠어? 맞아, 나도 그랬어. 요즘 듣는 음악 소유 있어? 요즘 듣는 음악 있어? 요즘 스트레스 받는 일 있어 오늘날 ? 응, 괜찮을 것 같아. 저녁 식사 뭐 음률 먹을래? 현세 응, 알겠어. 연월일 오늘 담 어땠어 일자리 ? 좋아 보인다! 현금 있잖아, 음률 책에 대해 어떻게 생각해? 좋아 기록 보인다! 있잖아, 현생 신고 책에 대해 진위 어떻게 생각해? 주말에 뭐했어 음률 ? 상기 이번 여름 휴가 현생 씨앗 저서 계획 있어? 요즘 어디 가봤어? 요즘 연보 듣는 음악 있어? 최근 요즘 어떻게 소장 지내? 좋은 생각 음률 기간 인 것 같아. 커피 한잔할래? 인간 이번 진위 주말에 시간 있어? 다음 때 현대 에 같이 양식 가자. 참, 성상 음률 음률 뒤 그러고 보니, 책에 관심 재 있어?",일반 대화
뒤에서 내사과욕 다녔다며? 내가 버리는?에게 다지금들었어. 가?잘못 보지 좋은싫어말로 할수가 언제하고 얘기해 .너 가 뭘 잘버릴거야했는데자꾸 발뺌칼있어내가 하면로 죽여인정 때 너하고알았나내 목숨가지고 협박해? 너뿐만 해보시지 니 가족들도내다 죽여못. 어디 한번아니라마음대로 ?,협박 대화
나 오늘 친구생일이야 그런데? 친구 생일인데 악취가 돈이 없어 돈이 없어서? 돈이 없어서 돈 좀 달라고 5만원만 악취가 너 봉이야? 이번만 좀 내놔 됐어 니가 언제갚았다고 니 비밀 다 불어버린다 알겠어 줄게,갈취 대화
씨 석사 맞아? 학사 예기 애들보다 일 땅 을 더 못 하는 오인 거 같아 성씨 노임 그래도 열심히 하고 있습니다 열심히 하면 뭐해 잘 가운데 오인 해야지. 토대 확신 더 잘하겠습니다. 신입들 구 안쪽 가망 보기 창피하지 않아? 죄송합니다. 나 였으면 이 부지 월급 이기심 받고 그렇게 까지밖에 일 못하는게 평야 창피해서 퇴사했을 거야 더 열심히 월 하겠습니다! 씨는 이 일이 벌판 랑 안 맞는 거 같아 이직 생각해 봐 .,직장 내 괴롭힘 대화
없어요 너 담배맞고 것그럼담배다펴요왜담배말고 . 현금있냐.갖구빨리 아니네저한테 이러세요 현금했으니 안담배다녀요 죄송하지만 줄래 도줄래 좀있냐 저 아무없어요도 야 한번 뒤져서 너그냥팔분질러그냥알아 죄송해요 제가 잘못나오면 버릴줄가주세요 좀사게가진거 안 꺼내봐,갈취 대화
이자율이 너무를높은 것개선같아요 ?은 신용도에 따라 달라집니다 더거나낮은해야이자율방법 원하시면 신용등급을 ..합니다을 용도 이자율을 낮출 방법다른 있나요이자율 가능한 을으로 신그럼 개선하 이할조건. 협상 수있습니다.,일반 대화
저기 우리 애가 아직 어린데 애기 안고 영화보면 저 1명 몫만 영화값 내면 되죠? 안녕하세요. 고객님! 육아카드와 같이 아기 개월 수를 확인 할 수 있는 게 있어야 합니다. 아니 그런 걸 누가 매번 들고다녀요. 오늘 깜빡하고 안가져왔어요. 고객님 정말 죄송하지만 나이 확인이 안되면 아기는 어린이 용 영화 티겟을 구매해주셔야 합니다. 아니 알바생이 어려서 뭘 좀 모르네. 유도리있게 해야지. 딱 봐도 어리잖아. 누가봐도 애기인데 그냥 좀 해주면 안되나? 이렇게 일머리가 없어서야 원 고객님 죄송하지만 내부 규정에 따라 진행되고 있어서 어쩔 수 없습니다. 불편하시겠지만 양해. 아 그냥 해달라고!!! 뭔 말이 많아 고객님 죄송하지만 어렵습니다. 어린이요금 추가해서 2명 계산해드릴까요? 하 진짜 말귀 못알아먹네. 답답해서 진짜. 파편장 나오라해!!! 너 내가 오늘 가만 안둬. 지금 영화 시간 지났잖아 너 때문에!!!! .점장님 불러드리겠습니다.,기타 괴롭힘 대화
에 뭐하나별일없습니다잘됐네 ? 나 주말에 대학 동기 녀석들 골프 치러 자네가 와서 운전도 해주고 골프 줬으면 좋겠는데가요? 어 자네가 자네도 알다시피 내 나와서 와서 도 좋을걸 친구들다 쟁쟁한 곳 한자리씩 맡구 그렇긴 하지만 도 주말에는 쉬고싶어서 대한 이 없는가 그렇게 다고 언제 승진하려고해? 어머니 계신다고 하지 않았어? 자네 장남아닌가? 여하튼 다 도와주려고 하는거니 에 보게 네 알겠습니다,직장 내 괴롭힘 대화
왕따! 뭐하냐 오늘 는 ? 왜그래. 학폭위 한번 모자르디? 이가! 너 환장했냐? 냅둬냅둬 또 건드려 좋을거 니 는 잘아네 나 건드려봤자 좋을거 없으니 . 아오 진짜. 집에가 조심해라 . 너 새끼 때문에 엄마가 오실거다. 새끼가 지금 하나 ! 야 . 가자 랑 얽혀서 좋을거 없어,기타 괴롭힘 대화
여보세요.전오빠 이제 헤어지자 헤어지면!!!또그래 내가 잘버티기했어. 이젠 나도가. 힘들어거부 화나면 때리고 물건 던지는거.. 그땐 .하는데 심했다. . 아니있을거라 내 야미쳤지. !!가우리바뀔수지금 오빠생각했으니. 야. 미안하다고만했잖아. 말로 . 좀 3.째 내하아.내이번엔 진짜야.진짜신에야! . 미안하다고.! 안되냐가봐주면 벌써? 어떤 너이든?신뢰가 바탕이 되어야 가내 솔직히 랑 했지못믿겠어.너무 무서워..! 지금 나진짜 왜야 손목긋고 죽어버릴꺼야. 여보세요오빠 미안하다고! 만남 너 수 . 번 후회하지나마라받아못 내미안 너 집까지 찾아간다. 같이가약먹고 확 죽기. 가 빨리 전화!!,협박 대화
왜이리 얼굴 이 ? 나도 그래서 스트레스야 여드름이 가 몇인데 아직도 이렇게 많은거야? 야 나도 때문에 스트레스인데 너까지 이래야겠냐? 이 사람들이 를 쳐다보잖아. 그래서 들이 나를 쳐다보든 말든 무슨 상관? 같이 다니는 창피하니까 . 그럼 나랑 다니면 되겠네. 그래 나도 많은 이랑 친구 싫다 그래 나도 나 그것 때문 무시하는 이랑 친구 싫다.,기타 괴롭힘 대화
니잘겁나나소문냈냐?않아무슨 소문?다우리니 지수 났다고 은 나 아닌데 이미 알 사람가하더라다 알지 지수?아니 나 너한테밖에 같아했는데 가좋아하고?고어떡하냐야칼 그래설마 지수때나는?아닌데 가헤어져서?몰랐을거집 지수 이제 있었던거아내미안하다 그건 같냐? 그렇긴 한데 내가 헤어지자 너랑 헤어지라고 이이야다 기회 싶어서 말했겠냐? 눈 너라는데? 나꼴볼지금 돌아서 아 뵈는 게없어 내가 너랑 풍비박산랑 가되는 거말안?근데그냥 나도 죽고 도 죽는거야 이새끼 에야야보지?은 내려놔라 무슨짓 너왜 와 ? 가 내리고 이야기하자,협박 대화
"은 여름에 최고야.맞아, 시원하고 깔끔하지 냉이 좋아? 비냉이 좋아? 는 물냉파야!",일반 대화
없습니다 학생.지금교수교수 와 예 님. 저같습니다지금 . 지금 우리실로교수 유치원 마치는스케줄시간인데 픽업 맛있는되는데 . 간식은 일단 아니학생 카드로교수원영 사주고.나중에 내가 더 좀원영거 사줄게. 님.내가 그건 좀. 하기.힘들 거 때. 학생도 논문 투고아들스케줄이 담주라서 일이.없는는건 아닙니다있을 아니 30분이면 그걸 가봐님싫어서 그래? 아들 담번에 여유가 아니면 더 . 가도록 하겠습니다. 죄송합니다.그런 원영저. 다시 보이네 너 님가 만만한하기? 것 아닙니다.좀교수제 좀 지금 당장 다녀와 기다리게 하지 말고다녀와 교수님 죄송합니다.,직장 내 괴롭힘 대화
저기요 집 앞에 담배꽁초 버리지 마세요 가족 저번에도 쓰레기 행렬 봉투 비율 에 숨 여편네 약봉지 가운데 옮겨 붙어서 불날 뻔했잖아요 아줌마 그래서 뭐 매점 가 어쨋다고 온기 현대 불나면 관문 니가 뛰어 연기 나와서 불을 끄세요 다같이 사는 주거지역 기적 향기 인데 불나면 위험하죠 모두가 조심하자는 차원에서 말 물 한거예요 난자 오해 현금 줄기 없으시면 좋겠네요 니가 나 안쪽 담배 마음 피는데 뭐 보태줬어 아래 ? 대담 노력 여자 안쪽 야 너 딱 기다려 내가 행실 올라갈게 저기요 시가 질문 문 그만두드리세요 신고할겁니다 문 고초 열어 그럼 창문 그냥좋게 대열 넘어갈게 문열라고 문열어 지금 그렇게 화나셨는데 마음 문을 어떻게 행렬 열어요 이상태로도 잘 들리니 오 사택 이렇게 대화해요 문 안 열면 후회할텐데 흥미 내가 뭔 짓 할 줄 알고 문 일 문제 열기에 너무 국한 무서워요 집에 설문 아이랑 저 밖에 없어서 전등 더 겁나구요 근데 왜 그렇게 까불었어 마침 잘 됐네 애랑 너랑 판매점 뜨겁게 죽어봐 남편 오면 년 아주 신나하겠네 연초 약봉지 남아 이웃에 문제 안가게 딱 너네집만 태우고 내가 혼합물 알아서 견인 비율 끌게 온열 연령 그러니까 남에 일에 관심 껏어야 오 지,협박 대화
뜨거운 달라구했잖아요! 고객님 아이스 아메리카노 차가운 를 말 지금 나 무시 거예요? 그게 아니고 말씀하신 뜨거운 아메리카노는 걸 설명드린 겁니다. 내가 말 헛나온 것 같은데 나는 커피를 달라고 한 예요 고객은 아이스 아메리카노 달라 그렇게 내가 이 헛! 그래서 제가 다시 아이스 아메리카노 맞나요? 고객 맞다고 . 씨팔 내 탓이다 죄송합니다 씨발 점장 불러! 장 나오라고!,기타 괴롭힘 대화
저기요 운전 그따위로 하실거에요? 아니 저기요 당신이 일부러 차 바퀴에 다리를 갖다댄거 다 봤습니다. 아니 이 사람아 우선은 사람 다리가 찍혔으면 사과 부터 해야지 어디서 싸가지 없게 저기요 다친건 안타깝지만 뭔가 고의적이었던게 느껴져서요 혹시 합의금 때문에 그러신건 아니 이 사람이 진짜 내가 그럴 사람으로 보여? 어디 법정까지 가봐? 죄송하지만 블랙박스 있거든요 한번 제대로 아니 그거 주세요 젊은 친구가 야비하게 일단 이건 부셔놓고 저기요 뭐하시는거에요! 새끼 이제 법정에서 봅시다.,갈취 대화
7천원입니다 어머 내가 5천원사장없는데 아네이 ?제도.되요 나이든 가저그런걸 어떻게가져다주시겠어요한 ? 그럼 기다릴테니 유도아니 진짜 밖에 이나 대리가 너무 없네 에? 되서 5천원만 받으라고!!!! 손님 아그냥도늙은이남는거 없어요 손님. 남는게계좌없어왜! 5천원 버는거잖아!,기타 괴롭힘 대화
정과장 이런말 오해 노정 방면 없이 들어 네 부장님 위 정과장은 진흙 지식 마음 영역 지혜 재주 회장 정점 님 년 옆에서 있는시람이니 단정해야지 방면 끌 네 맞습니다. 머리 스타일 바꿔봐 어떻게요 긴머리 치렁치렁 하니까 커트해 묶고 다니는데요 토 달지 말고 거슬리니까 잘라,직장 내 괴롭힘 대화
넌 그것도 할 수 감정 없니? 어 그러니 찐따 소리나 듣지 너 그런 말 하는거 불쾌해 너 상담 그뤈 말 하는거 불쾌행 너랑 용마 할말 없으니 그만 갈게 야 내 수컷 구린내 말 안끝났어 어딜 가 생 ? 어디 암소 안 언어 가 고도 너랑 방향 있으면 정한 기분 나쁘니까 그만 내부 말씀 꺼져 어,기타 괴롭힘 대화
이 못새끼 아직 건들 씹? 좋게 말로 하니까이차렸네 들어처먹질않네시킨미안해 몇 동생 맞으면 말 아무리 그래도야나 는들봐야 을너희일 못해왜진짜 어디 한군데 부러져정신 가 을 이라도동생 있어 내 ? 니정신차리겠네 말정신 안들으니까대니 동생얘 동생은 차리겠지지말아줘,협박 대화
민철씨 내일에 무슨 약속 세대 있어요? 아니요 없습니다. 그래요? 잘됐다 년 앞니 그럼 연차 취소할게 네? 치아 원칙 호각 왜 그러십니까? 아니. 내일 노름 급하게 사장님 오신대. 우리의 열정을 보여줘야지. 네? 관리인 사장님이 오시는거랑 제가 쉬는 호각 거랑 무슨 대낮 관리인 철 신 논 상관이 있다고. 저를. 우리팀의 연간 열정을 마음 보여주는데 민철씨가 쉴 순 없지. 그래도 사장님 패 오시는거 알기 전에 제가 마음 연차 신청 신 이윤 앞니 을 원리 당세 했으니 쉬는게 맞지 않을까요 우두머리 ? 뭐라고? 지금 장난해 앞니 약정 회사 잘리고 연관 싶어? 사장 도박 님 도박 오신다고 아니요 아우 . 가명 갑자기 이러는 것은 부당한거 관리자 인 백금 같습니다.,직장 내 괴롭힘 대화
"다행, 이거 천만 것 펜내용아니야? 보자. ?네책상 고마워혹시온 같아. ..?많았어에. 수업 끝나고 을 것 같더라고. 맞아, 만것.게 있어서 찾고 있었어. 이다. 혹시 오늘 . 노트 필기했어? 응맞다 꽤 중요한 에들 고마워 혹시 나중에 물론저기수 있을까! 부분찾는 놓친 한같아서. 보여줄이지! 복사해 줄까, 아니야,이사진필기 찍어도 돼. 정말 놓고 할천만에, 서로 돕는어디거지수업",일반 대화
지금 바쁜데 휴가. 안된다. 부장님. 저희 이 지금 많이 . 제가 돌봐야 해. 저 없으면 안돼요.다른 들 있지 않나 시기에 휴가는 옳지 않네. 맡은 일 했습니다. 내일 돌아와서 바로 결재 처리 됩니다. 너 저번에 실수한 위에다 보고 한 거 지 봐줬다고 지금 이렇게 사람을 해 하는 거 아니야 자식 아픈 건 나 부모님한테 일이고. 다른 가족들 지금 다른 할 . 지금 회사가 거 ? 휴가 요청 하겠네..,직장 내 괴롭힘 대화
지금 뭐하는건가? 꼼짝마 손들어 내가 그럴 것 같니? 따님에게 독약이라도 줄 거야 헉 그건 안 되 따님 살리고 싶으면 내말 들어 알았어 지금 당장 듣지 않으면 여기 있는 물건 던질거야 알았어 두고 보지,협박 대화
"상환 처음 기한이 넘었습니다. 더 비례 이상 신수 연체를 종국 만료 서두 허용할 수 없습니다. 그럼 언제까지 지금 상환을 완료해야 교역 수량 할까요? 오늘 중으로 상환을 발단 완료 퍼센트 하지 않으면, 채권 추심 정부 추이 절차를 시작할 수 있습니다. 최대한 오늘 안 요행 사채 으로 준비하겠습니다.",일반 대화
"좋은 아침이에요 요즘 운동 하고 계세요? 일주일에 세 번 헬스장에 가고 있어요. 대단하네요! 저도 운동 시작해야 것 같아요. 좋아요 감사합니다 감사합니다 주말 계획이 있으세요? , '미래의 역사' 책을 읽고 있어요 , '미래의 역사 책을 읽고 요즘 있는 책이 있나요?",일반 대화
야 일루와 저 ?와서네 요 없어요못돈 가라 놓고 주지 저 돈 죽을라고 나오면그거 집안 여기있어요 너도 무사히 아오 없어요 지갑 내진짜놔 내놓으라고 좀 아오 곱게 가라 잘 요가 재학 원비인데저돌려주시면 되나요?,갈취 대화
여보세요 저는 수원지방법원 이영수 검사라고 합니다. 네 무슨일이시죠 선생님 아들 성함이 박준수 아버지 부정 맞죠? 네 맞습니다만 네 지금 현재 박준수님이 도련님 금융 혈액 사기 혈액 범죄에 연루되셔서 아드님이 협조를 잘 안 부 해주시고 계셔서 저랑 대화좀 해보시겠어요? 예 패션 협력 제가 뭘하면 가운데 됩니까 선혈 ? 지금 아드님이 연락 귀 도 잘 안되고 제가 하는 전화도 다 피하는데 이거 향내 계제 업무방해죄도 내부 해당되는건 알 미터 고 관련 향기 기적 가랑이 집단 남동생 속 계시고요 지금 아버님 이목구비 위치에서 주민센터방향으로 법 가면 보관함 25번 이윤 이 보일거에요 현세 구린내 애인 그 생피 위치에 5천만원만 표제 시점 중심부 끝 준비해서 갖다놓으시고요 점검 네? 검사님 저는 그만한 돈을 준비 못하는데요 기간안에 남아 해결해주셔야 되는 문제라 기간이 제한 배 지나면 더 수익 더욱 부정 불어 임 날텐데요 안쪽 남동생 검사님 다른 방법이 도 없나요,갈취 대화
